entry,at,order
"""Leon @ FBmvb3C6ih"" bets 6000",2020-12-17T21:54:18.435Z,160824205843600
"flop:  [10♥, 8♥, 5♣]",2020-12-17T21:54:13.200Z,160824205320100
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T21:54:12.393Z,160824205239400
"""Leon @ FBmvb3C6ih"" calls 4000",2020-12-17T21:54:10.970Z,160824205097100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:54:09.837Z,160824204983800
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 4000",2020-12-17T21:54:02.522Z,160824204252406
"""Leon @ FBmvb3C6ih"" posts a small blind of 2000",2020-12-17T21:54:02.522Z,160824204252405
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (60404) | #6 ""Leon @ FBmvb3C6ih"" (108036)",2020-12-17T21:54:02.522Z,160824204252401
"-- starting hand #106  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:54:02.522Z,160824204252400
"""Vaibhav @ d9aWWonCb9"" shows a K♥, 2♠.",2020-12-17T21:54:01.064Z,160824204106400
"""Leon @ FBmvb3C6ih"" shows a 7♥, 10♣.",2020-12-17T21:53:59.011Z,160824203901300
"-- ending hand #105 --",2020-12-17T21:53:58.191Z,160824203819102
"""Vaibhav @ d9aWWonCb9"" collected 34000 from pot",2020-12-17T21:53:58.191Z,160824203819101
"Uncalled bet of 26404 returned to ""Vaibhav @ d9aWWonCb9""",2020-12-17T21:53:58.191Z,160824203819100
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:53:57.379Z,160824203738000
"""Vaibhav @ d9aWWonCb9"" bets 26404 and go all in",2020-12-17T21:53:54.150Z,160824203415100
"river: 2♥, 9♦, 3♥, 2♣ [5♦]",2020-12-17T21:53:47.954Z,160824202796000
"""Vaibhav @ d9aWWonCb9"" calls 9000",2020-12-17T21:53:47.146Z,160824202714700
"""Leon @ FBmvb3C6ih"" bets 9000",2020-12-17T21:53:40.357Z,160824202035800
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:53:29.375Z,160824200937600
"turn: 2♥, 9♦, 3♥ [2♣]",2020-12-17T21:53:26.094Z,160824200609600
"""Leon @ FBmvb3C6ih"" calls 4000",2020-12-17T21:53:25.287Z,160824200528800
"""Vaibhav @ d9aWWonCb9"" bets 4000",2020-12-17T21:53:16.620Z,160824199662400
"flop:  [2♥, 9♦, 3♥]",2020-12-17T21:53:13.386Z,160824199338700
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T21:53:12.573Z,160824199257400
"""Vaibhav @ d9aWWonCb9"" calls 4000",2020-12-17T21:53:08.337Z,160824198833800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:53:04.154Z,160824198415700
"""Leon @ FBmvb3C6ih"" posts a big blind of 4000",2020-12-17T21:52:56.876Z,160824197687706
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 2000",2020-12-17T21:52:56.876Z,160824197687705
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (43404) | #6 ""Leon @ FBmvb3C6ih"" (125036)",2020-12-17T21:52:56.876Z,160824197687701
"-- starting hand #105  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T21:52:56.876Z,160824197687700
"-- ending hand #104 --",2020-12-17T21:52:53.961Z,160824197396302
"""Leon @ FBmvb3C6ih"" collected 10000 from pot",2020-12-17T21:52:53.961Z,160824197396301
"Uncalled bet of 7500 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:52:53.961Z,160824197396300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:52:53.156Z,160824197315700
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:52:51.417Z,160824197141700
"""Leon @ FBmvb3C6ih"" raises to 11500",2020-12-17T21:52:49.692Z,160824196969300
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 4000",2020-12-17T21:52:42.520Z,160824196252106
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 2000",2020-12-17T21:52:42.520Z,160824196252105
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (81560) | #4 ""Vaibhav @ d9aWWonCb9"" (47404) | #6 ""Leon @ FBmvb3C6ih"" (119036)",2020-12-17T21:52:42.520Z,160824196252101
"-- starting hand #104  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:52:42.520Z,160824196252100
"""Leon @ FBmvb3C6ih"" shows a A♠, A♥.",2020-12-17T21:52:40.405Z,160824196040600
"-- ending hand #103 --",2020-12-17T21:52:38.898Z,160824195890202
"""Leon @ FBmvb3C6ih"" collected 8000 from pot",2020-12-17T21:52:38.898Z,160824195890201
"Uncalled bet of 4000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:52:38.898Z,160824195890200
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:52:38.093Z,160824195809400
"""Leon @ FBmvb3C6ih"" raises to 8000",2020-12-17T21:52:36.012Z,160824195601300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:52:30.616Z,160824195062000
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 4000",2020-12-17T21:52:12.290Z,160824193229106
"""Leon @ FBmvb3C6ih"" posts a small blind of 2000",2020-12-17T21:52:12.290Z,160824193229105
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (85560) | #4 ""Vaibhav @ d9aWWonCb9"" (47404) | #6 ""Leon @ FBmvb3C6ih"" (115036)",2020-12-17T21:52:12.290Z,160824193229101
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:52:12.290Z,160824193229100
"""Leon @ FBmvb3C6ih"" shows a 3♥, 3♠.",2020-12-17T21:52:10.527Z,160824193052900
"-- ending hand #102 --",2020-12-17T21:52:08.637Z,160824192863702
"""Leon @ FBmvb3C6ih"" collected 4000 from pot",2020-12-17T21:52:08.637Z,160824192863701
"Uncalled bet of 2000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:52:08.637Z,160824192863700
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:52:07.823Z,160824192782400
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:52:02.551Z,160824192255300
"""Leon @ FBmvb3C6ih"" posts a big blind of 4000",2020-12-17T21:52:00.919Z,160824192092006
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 2000",2020-12-17T21:52:00.919Z,160824192092005
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (85560) | #4 ""Vaibhav @ d9aWWonCb9"" (49404) | #6 ""Leon @ FBmvb3C6ih"" (113036)",2020-12-17T21:52:00.919Z,160824192092001
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T21:52:00.919Z,160824192092000
"-- ending hand #101 --",2020-12-17T21:51:58.011Z,160824191801202
"""Leon @ FBmvb3C6ih"" collected 10000 from pot",2020-12-17T21:51:58.011Z,160824191801201
"Uncalled bet of 10000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:51:58.011Z,160824191801200
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:51:57.204Z,160824191720500
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:51:45.277Z,160824190527800
"""Leon @ FBmvb3C6ih"" raises to 14000",2020-12-17T21:51:42.440Z,160824190244100
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 4000",2020-12-17T21:51:35.997Z,160824189600006
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 2000",2020-12-17T21:51:35.997Z,160824189600005
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (87560) | #4 ""Vaibhav @ d9aWWonCb9"" (53404) | #6 ""Leon @ FBmvb3C6ih"" (107036)",2020-12-17T21:51:35.997Z,160824189600001
"-- starting hand #101  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:51:35.997Z,160824189600000
"""dajafa @ 3lqztn0PtJ"" shows a Q♦, 7♥.",2020-12-17T21:51:32.532Z,160824189253300
"""Leon @ FBmvb3C6ih"" shows a 3♣, K♠.",2020-12-17T21:51:32.349Z,160824189234900
"-- ending hand #100 --",2020-12-17T21:51:31.652Z,160824189165302
"""dajafa @ 3lqztn0PtJ"" collected 16000 from pot",2020-12-17T21:51:31.652Z,160824189165301
"Uncalled bet of 8000 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T21:51:31.652Z,160824189165300
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:51:30.843Z,160824189084400
"""dajafa @ 3lqztn0PtJ"" raises to 12000",2020-12-17T21:51:15.868Z,160824187586900
"""Leon @ FBmvb3C6ih"" bets 4000",2020-12-17T21:51:03.238Z,160824186323900
"flop:  [4♣, 5♦, 10♣]",2020-12-17T21:50:57.559Z,160824185756100
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T21:50:56.748Z,160824185674900
"""Leon @ FBmvb3C6ih"" calls 4000",2020-12-17T21:50:53.309Z,160824185331000
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:50:48.680Z,160824184868100
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 4000",2020-12-17T21:50:46.385Z,160824184639106
"""Leon @ FBmvb3C6ih"" posts a small blind of 2000",2020-12-17T21:50:46.385Z,160824184639105
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (53404) | #6 ""Leon @ FBmvb3C6ih"" (115036)",2020-12-17T21:50:46.385Z,160824184639101
"-- starting hand #100  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:50:46.385Z,160824184639100
"-- ending hand #99 --",2020-12-17T21:50:43.465Z,160824184346602
"""Leon @ FBmvb3C6ih"" collected 20000 from pot",2020-12-17T21:50:43.465Z,160824184346601
"Uncalled bet of 15000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:50:43.465Z,160824184346600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:50:42.658Z,160824184265900
"""Leon @ FBmvb3C6ih"" bets 15000",2020-12-17T21:50:37.776Z,160824183777700
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:50:33.841Z,160824183384400
"turn: 9♣, 4♥, 6♣ [A♣]",2020-12-17T21:50:30.273Z,160824183027400
"""Vaibhav @ d9aWWonCb9"" calls 6000",2020-12-17T21:50:29.465Z,160824182946600
"""Leon @ FBmvb3C6ih"" bets 6000",2020-12-17T21:50:27.767Z,160824182776800
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:50:24.729Z,160824182473000
"flop:  [9♣, 4♥, 6♣]",2020-12-17T21:50:21.039Z,160824182104000
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T21:50:20.233Z,160824182023400
"""Vaibhav @ d9aWWonCb9"" calls 4000",2020-12-17T21:50:17.016Z,160824181701700
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:50:12.563Z,160824181256400
"""Leon @ FBmvb3C6ih"" posts a big blind of 4000",2020-12-17T21:50:10.367Z,160824181043607
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 2000",2020-12-17T21:50:10.367Z,160824181043606
"Player stacks: #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (63404) | #6 ""Leon @ FBmvb3C6ih"" (105036)",2020-12-17T21:50:10.367Z,160824181043602
"-- starting hand #99  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T21:50:10.367Z,160824181043601
"The player ""Wilson @ juRPq4TIwB"" quits the game with a stack of 0.",2020-12-17T21:50:10.367Z,160824181043600
"-- ending hand #98 --",2020-12-17T21:50:04.288Z,160824180429001
"""Vaibhav @ d9aWWonCb9"" collected 42128 from pot with Pair, A's (combination: A♦, A♥, K♦, Q♣, J♥)",2020-12-17T21:50:04.288Z,160824180429000
"river: 4♦, J♥, Q♣, 2♠ [A♥]",2020-12-17T21:50:01.283Z,160824180128600
"turn: 4♦, J♥, Q♣ [2♠]",2020-12-17T21:49:58.266Z,160824179826800
"flop:  [4♦, J♥, Q♣]",2020-12-17T21:49:55.224Z,160824179522700
"""Vaibhav @ d9aWWonCb9"" shows a K♦, A♦.",2020-12-17T21:49:52.179Z,160824179218001
"""Wilson @ juRPq4TIwB"" shows a 7♠, A♠.",2020-12-17T21:49:52.179Z,160824179218000
"""Vaibhav @ d9aWWonCb9"" calls 20064",2020-12-17T21:49:51.372Z,160824179137300
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:49:25.291Z,160824176529200
"""Wilson @ juRPq4TIwB"" raises to 20064 and go all in",2020-12-17T21:49:19.841Z,160824175984200
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:49:13.664Z,160824175366400
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 4000",2020-12-17T21:49:10.838Z,160824175084007
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 2000",2020-12-17T21:49:10.838Z,160824175084006
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (20064) | #2 ""dajafa @ 3lqztn0PtJ"" (81560) | #4 ""Vaibhav @ d9aWWonCb9"" (41340) | #6 ""Leon @ FBmvb3C6ih"" (105036)",2020-12-17T21:49:10.838Z,160824175083901
"-- starting hand #98  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:49:10.838Z,160824175083900
"-- ending hand #97 --",2020-12-17T21:49:07.903Z,160824174790402
"""dajafa @ 3lqztn0PtJ"" collected 4000 from pot",2020-12-17T21:49:07.903Z,160824174790401
"Uncalled bet of 2000 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T21:49:07.903Z,160824174790400
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:49:07.095Z,160824174709600
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:48:58.013Z,160824173801600
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:48:54.782Z,160824173478300
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 4000",2020-12-17T21:48:45.059Z,160824172506007
"""Wilson @ juRPq4TIwB"" posts a small blind of 2000",2020-12-17T21:48:45.059Z,160824172506006
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (22064) | #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (41340) | #6 ""Leon @ FBmvb3C6ih"" (105036)",2020-12-17T21:48:45.059Z,160824172506001
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:48:45.059Z,160824172506000
"-- ending hand #96 --",2020-12-17T21:48:42.146Z,160824172214702
"""Leon @ FBmvb3C6ih"" collected 8000 from pot",2020-12-17T21:48:42.146Z,160824172214701
"Uncalled bet of 22064 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:48:42.146Z,160824172214700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:48:41.339Z,160824172134000
"""Leon @ FBmvb3C6ih"" bets 22064",2020-12-17T21:48:35.127Z,160824171512800
"flop:  [J♠, 6♦, A♥]",2020-12-17T21:48:29.504Z,160824170950500
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T21:48:28.698Z,160824170869900
"""Leon @ FBmvb3C6ih"" calls 4000",2020-12-17T21:48:23.532Z,160824170353300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:48:22.609Z,160824170261000
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:48:09.262Z,160824168926500
"""Wilson @ juRPq4TIwB"" posts a big blind of 4000",2020-12-17T21:48:01.667Z,160824168166807
"""Leon @ FBmvb3C6ih"" posts a small blind of 2000",2020-12-17T21:48:01.667Z,160824168166806
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (26064) | #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (41340) | #6 ""Leon @ FBmvb3C6ih"" (101036)",2020-12-17T21:48:01.667Z,160824168166801
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:48:01.667Z,160824168166800
"""Leon @ FBmvb3C6ih"" shows a 5♦, A♦.",2020-12-17T21:47:59.458Z,160824167945900
"-- ending hand #95 --",2020-12-17T21:47:58.036Z,160824167803702
"""Leon @ FBmvb3C6ih"" collected 26000 from pot",2020-12-17T21:47:58.036Z,160824167803701
"Uncalled bet of 75036 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:47:58.036Z,160824167803700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:47:57.225Z,160824167722600
"""Leon @ FBmvb3C6ih"" raises to 87036 and go all in",2020-12-17T21:47:31.327Z,160824165132800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:47:26.527Z,160824164652800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:47:09.756Z,160824162975700
"""Wilson @ juRPq4TIwB"" raises to 12000",2020-12-17T21:47:01.372Z,160824162137200
"""Leon @ FBmvb3C6ih"" posts a big blind of 4000",2020-12-17T21:46:50.575Z,160824161057709
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 2000",2020-12-17T21:46:50.575Z,160824161057708
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (38064) | #2 ""dajafa @ 3lqztn0PtJ"" (79560) | #4 ""Vaibhav @ d9aWWonCb9"" (43340) | #6 ""Leon @ FBmvb3C6ih"" (87036)",2020-12-17T21:46:50.575Z,160824161057703
"-- starting hand #95  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T21:46:50.575Z,160824161057702
"The game's big blind was changed from 3000 to 4000.",2020-12-17T21:46:50.575Z,160824161057701
"The game's small blind was changed from 1500 to 2000.",2020-12-17T21:46:50.575Z,160824161057700
"-- ending hand #94 --",2020-12-17T21:46:47.666Z,160824160766702
"""Leon @ FBmvb3C6ih"" collected 15000 from pot",2020-12-17T21:46:47.666Z,160824160766701
"Uncalled bet of 15000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:46:47.666Z,160824160766700
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:46:46.843Z,160824160684400
"""Leon @ FBmvb3C6ih"" raises to 18000",2020-12-17T21:46:27.967Z,160824158796800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:46:24.410Z,160824158441100
"""dajafa @ 3lqztn0PtJ"" bets 3000",2020-12-17T21:46:22.702Z,160824158270300
"flop:  [J♦, 2♠, Q♣]",2020-12-17T21:46:04.144Z,160824156414500
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T21:46:03.339Z,160824156334000
"""dajafa @ 3lqztn0PtJ"" calls 3000",2020-12-17T21:46:01.138Z,160824156117100
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:45:53.865Z,160824155386600
"""Leon @ FBmvb3C6ih"" calls 3000",2020-12-17T21:45:51.224Z,160824155122500
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 3000",2020-12-17T21:45:48.180Z,160824154819407
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 1500",2020-12-17T21:45:48.180Z,160824154819406
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (38064) | #2 ""dajafa @ 3lqztn0PtJ"" (85560) | #4 ""Vaibhav @ d9aWWonCb9"" (46340) | #6 ""Leon @ FBmvb3C6ih"" (78036)",2020-12-17T21:45:48.180Z,160824154819401
"-- starting hand #94  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:45:48.180Z,160824154819400
"-- ending hand #93 --",2020-12-17T21:45:45.259Z,160824154526002
"""Leon @ FBmvb3C6ih"" collected 7500 from pot",2020-12-17T21:45:45.259Z,160824154526001
"Uncalled bet of 7000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:45:45.259Z,160824154526000
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:45:44.435Z,160824154443600
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:45:43.527Z,160824154352800
"""Leon @ FBmvb3C6ih"" raises to 10000",2020-12-17T21:45:24.167Z,160824152416800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:45:17.212Z,160824151721300
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 3000",2020-12-17T21:45:11.349Z,160824151135007
"""Wilson @ juRPq4TIwB"" posts a small blind of 1500",2020-12-17T21:45:11.349Z,160824151135006
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39564) | #2 ""dajafa @ 3lqztn0PtJ"" (88560) | #4 ""Vaibhav @ d9aWWonCb9"" (46340) | #6 ""Leon @ FBmvb3C6ih"" (73536)",2020-12-17T21:45:11.349Z,160824151135001
"-- starting hand #93  (No Limit Texas Hold'em) (dead button) --",2020-12-17T21:45:11.349Z,160824151135000
"-- ending hand #92 --",2020-12-17T21:45:08.437Z,160824150843802
"""Wilson @ juRPq4TIwB"" collected 0 from pot",2020-12-17T21:45:08.437Z,160824150843801
"Uncalled bet of 3000 returned to ""Wilson @ juRPq4TIwB""",2020-12-17T21:45:08.437Z,160824150843800
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:45:07.632Z,160824150763300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:45:06.711Z,160824150671200
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:45:03.678Z,160824150367900
"""Wilson @ juRPq4TIwB"" posts a big blind of 3000",2020-12-17T21:44:37.347Z,160824147735308
"Dead Small Blind",2020-12-17T21:44:37.347Z,160824147735307
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39564) | #2 ""dajafa @ 3lqztn0PtJ"" (88560) | #4 ""Vaibhav @ d9aWWonCb9"" (46340) | #6 ""Leon @ FBmvb3C6ih"" (73536)",2020-12-17T21:44:37.347Z,160824147735302
"-- starting hand #92  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T21:44:37.347Z,160824147735301
"The player ""Dajafa89 @ 8Rd-jalIEp"" quits the game with a stack of 85560.",2020-12-17T21:44:37.347Z,160824147735300
"-- ending hand #91 --",2020-12-17T21:44:34.438Z,160824147443902
"""Leon @ FBmvb3C6ih"" collected 6000 from pot",2020-12-17T21:44:34.438Z,160824147443901
"Uncalled bet of 3000 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T21:44:34.438Z,160824147443900
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:44:33.629Z,160824147363000
"""Leon @ FBmvb3C6ih"" raises to 6000",2020-12-17T21:44:32.823Z,160824147282400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:44:29.332Z,160824146933200
"The admin ""Solenya @ Cm7T72VOne"" enqueued the removal of the player ""Dajafa89 @ 8Rd-jalIEp"".",2020-12-17T21:44:22.819Z,160824146283400
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T21:44:12.618Z,160824145261900
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T21:44:11.695Z,160824145169600
"""Dajafa89 @ 8Rd-jalIEp"" posts a big blind of 3000",2020-12-17T21:42:34.224Z,160824135423009
"""Leon @ FBmvb3C6ih"" posts a small blind of 1500",2020-12-17T21:42:34.224Z,160824135423008
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (39564) | #2 ""dajafa @ 3lqztn0PtJ"" (88560) | #4 ""Vaibhav @ d9aWWonCb9"" (46340) | #6 ""Leon @ FBmvb3C6ih"" (70536) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (88560)",2020-12-17T21:42:34.224Z,160824135423002
"-- starting hand #91  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T21:42:34.224Z,160824135423001
"The player ""dajafa @ 3lqztn0PtJ"" joined the game with a stack of 88560.",2020-12-17T21:42:34.224Z,160824135423000
"The admin approved the player ""dajafa @ 3lqztn0PtJ"" participation with a stack of 88560.",2020-12-17T21:42:29.545Z,160824134954700
"-- ending hand #90 --",2020-12-17T21:42:28.199Z,160824134820001
"""Wilson @ juRPq4TIwB"" collected 39564 from pot with Full House, 6's over 8's (combination: 6♥, 6♣, 6♠, 8♥, 8♦)",2020-12-17T21:42:28.199Z,160824134820000
"river: 6♥, 6♣, 5♦, 8♦ [6♠]",2020-12-17T21:42:25.160Z,160824134516600
"The player ""dajafa @ 3lqztn0PtJ"" requested a seat.",2020-12-17T21:42:23.218Z,160824134321900
"turn: 6♥, 6♣, 5♦ [8♦]",2020-12-17T21:42:22.139Z,160824134214100
"flop:  [6♥, 6♣, 5♦]",2020-12-17T21:42:19.111Z,160824133911200
"""Leon @ FBmvb3C6ih"" shows a 9♣, 7♣.",2020-12-17T21:42:16.102Z,160824133610501
"""Wilson @ juRPq4TIwB"" shows a 8♥, K♥.",2020-12-17T21:42:16.102Z,160824133610500
"""Leon @ FBmvb3C6ih"" calls 19032",2020-12-17T21:42:15.282Z,160824133528400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T21:42:14.363Z,160824133436300
"""Wilson @ juRPq4TIwB"" raises to 19032 and go all in",2020-12-17T21:42:09.181Z,160824132918200
"""Dajafa89 @ 8Rd-jalIEp"" folds",2020-12-17T21:41:56.086Z,160824131608600
"""Leon @ FBmvb3C6ih"" posts a big blind of 3000",2020-12-17T21:41:51.939Z,160824131194107
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 1500",2020-12-17T21:41:51.939Z,160824131194106
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (19032) | #4 ""Vaibhav @ d9aWWonCb9"" (47840) | #6 ""Leon @ FBmvb3C6ih"" (89568) | #9 ""Dajafa89 @ 8Rd-jalIEp"" (88560)",2020-12-17T21:41:51.939Z,160824131194101
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T21:41:51.939Z,160824131194100
"""Leon @ FBmvb3C6ih"" shows a 9♣, Q♣.",2020-12-17T21:41:49.229Z,160824130923000
"-- ending hand #89 --",2020-12-17T21:41:48.333Z,160824130833302
"""Vaibhav @ d9aWWonCb9"" collected 40500 from pot",2020-12-17T21:41:48.333Z,160824130833301
"Uncalled bet of 7340 returned to ""Vaibhav @ d9aWWonCb9""",2020-12-17T21:41:48.333Z,160824130833300
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T21:41:47.527Z,160824130752800
"""Vaibhav @ d9aWWonCb9"" raises to 13340 and go all in",2020-12-17T21:41:37.090Z,160824129709100
